"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE1570","GENE1570_HUMAN","P39323","Protein GENE1570",0.2177,1,0.779581,0,0.1081,3,4,FALSE,TRUE,FALSE
"GENE2887","GENE2887_HUMAN","P04773","Protein GENE2887",-0.0496,1,0.98952,0,0.0046,5,5,FALSE,FALSE,FALSE
"GENE1577","GENE1577_HUMAN","P29070","Protein GENE1577",-0.4748,1,0.760702,0,0.1188,4,6,FALSE,FALSE,FALSE
"GENE0366","GENE0366_HUMAN","P97991","Protein GENE0366",0.2671,1,0.393805,0.1117,0.4047,5,3,FALSE,FALSE,FALSE
"DHX9","DHX9_HUMAN","P19620","Protein DHX9",-0.0244,1,0.948516,0,0.023,5,6,FALSE,FALSE,FALSE
"GENE1019","GENE1019_HUMAN","P52708","Protein GENE1019",2.0672,0.140529,0.035858,1.2969,1.4454,4,4,TRUE,FALSE,TRUE
"GENE1701","GENE1701_HUMAN","P63192","Protein GENE1701",-0.0894,0.40425,0.08445,0.5363,1.0734,2,4,FALSE,TRUE,FALSE
"GENE1229","GENE1229_HUMAN","P48857","Protein GENE1229",-0.0431,0.712294,0.524206,0,0.2805,4,6,TRUE,FALSE,FALSE
"GENE1495","GENE1495_HUMAN","P43547","Protein GENE1495",0.4895,0.480169,0.466127,0.2373,0.3315,6,3,FALSE,FALSE,FALSE
"GENE0430","GENE0430_HUMAN","P07986","Protein GENE0430",0.2396,1,0.662172,0,0.179,3,3,FALSE,FALSE,FALSE
"GENE2336","GENE2336_HUMAN","P08336","Protein GENE2336",0.2214,1,0.748557,0,0.1258,3,5,FALSE,FALSE,FALSE
"GENE0298","GENE0298_HUMAN","P55514","Protein GENE0298",-0.3236,1,0.921005,0,0.0357,6,4,FALSE,FALSE,FALSE
"GENE2342","GENE2342_HUMAN","P94402","Protein GENE2342",-0.1217,1,0.917258,0,0.0375,6,3,FALSE,TRUE,FALSE
"GENE1839","GENE1839_HUMAN","P04249","Protein GENE1839",-0.107,0.211986,0.069197,0.8112,1.1599,6,4,FALSE,TRUE,FALSE
"GENE2488","GENE2488_HUMAN","P61472","Protein GENE2488",0.3769,0.796651,0.484559,0,0.3147,4,4,FALSE,FALSE,FALSE
"GENE2853","GENE2853_HUMAN","P23582","Protein GENE2853",-3.0896,0.071472,0.01994,1.5888,1.7003,3,6,FALSE,FALSE,TRUE
"GENE0721","GENE0721_HUMAN","P98733","Protein GENE0721",-0.1317,1,0.730472,0,0.1364,6,3,FALSE,FALSE,FALSE
"GENE2007","GENE2007_HUMAN","P40605","Protein GENE2007",-0.1448,1,0.609716,0,0.2149,6,5,FALSE,FALSE,FALSE
"GENE0321","GENE0321_HUMAN","P11347","Protein GENE0321",0.0479,0.645046,0.623441,0,0.2052,4,5,FALSE,FALSE,FALSE
"GENE0111","GENE0111_HUMAN","P86167","Protein GENE0111",0.5036,0.998083,0.760313,0,0.119,3,5,FALSE,FALSE,FALSE
"GENE0687","GENE0687_HUMAN","P38373","Protein GENE0687",-0.4576,0.971438,0.241155,0,0.6177,2,2,FALSE,TRUE,FALSE
"NEK9","NEK9_HUMAN","P78740","Protein NEK9",6.3269,0.130975,0.027536,1.0305,1.5601,4,3,FALSE,FALSE,TRUE
"GENE2088","GENE2088_HUMAN","P05142","Protein GENE2088",0.0957,0.367217,0.142073,0.7103,0.8475,3,2,FALSE,TRUE,FALSE
"GENE0159","GENE0159_HUMAN","P76057","Protein GENE0159",0.1679,0.297861,0.291301,0.3924,0.5357,3,4,FALSE,FALSE,FALSE
"GENE0115","GENE0115_HUMAN","P59492","Protein GENE0115",-4.0835,0.073429,0.034049,1.11,1.4679,3,5,FALSE,FALSE,TRUE
"GENE0037","GENE0037_HUMAN","P99860","Protein GENE0037",0.1731,1,0.40764,0,0.3897,6,3,FALSE,FALSE,FALSE
"GENE1569","GENE1569_HUMAN","P60348","Protein GENE1569",3.1578,0.046959,0.017058,1.2256,1.7681,4,2,TRUE,FALSE,TRUE
"GENE1002","GENE1002_HUMAN","P85104","Protein GENE1002",-0.3731,0.243738,0.090445,0.4172,1.0436,2,5,FALSE,FALSE,FALSE
"GENE0462","GENE0462_HUMAN","P58085","Protein GENE0462",-0.3168,1,0.846227,0,0.0725,5,6,FALSE,FALSE,FALSE
"GENE0824","GENE0824_HUMAN","P25990","Protein GENE0824",-0.4684,1,0.710382,0,0.1485,3,6,FALSE,FALSE,FALSE
"GENE1770","GENE1770_HUMAN","P41757","Protein GENE1770",3.4136,0.101082,0.042774,0.8677,1.3688,2,5,FALSE,FALSE,TRUE
"GENE1965","GENE1965_HUMAN","P36221","Protein GENE1965",-1.0744,1,0.438825,0,0.3577,6,5,FALSE,FALSE,FALSE
"GENE2427","GENE2427_HUMAN","P91809","Protein GENE2427",-0.403,0.956565,0.420336,0.2466,0.3764,2,6,TRUE,FALSE,FALSE
"GENE1618","GENE1618_HUMAN","P17127","Protein GENE1618",-0.3835,1,0.382501,0,0.4174,6,4,FALSE,FALSE,FALSE
"GENE0553","GENE0553_HUMAN","P23296","Protein GENE0553",-0.2908,0.311208,0.293788,0.0659,0.532,2,6,FALSE,FALSE,FALSE
"GENE0088","GENE0088_HUMAN","P78654","Protein GENE0088",-0.1474,0.662599,0.201015,0.515,0.6968,4,2,FALSE,FALSE,FALSE
"GENE0838","GENE0838_HUMAN","P56555","Protein GENE0838",0.0334,1,0.820698,0,0.0858,3,6,FALSE,FALSE,FALSE
"GENE0072","GENE0072_HUMAN","P36387","Protein GENE0072",-4.2011,0.063051,0.014306,1.754,1.8445,4,3,FALSE,FALSE,TRUE
"GENE0576","GENE0576_HUMAN","P56216","Protein GENE0576",-0.0457,1,0.93743,0,0.0281,4,2,FALSE,FALSE,FALSE
"GENE2281","GENE2281_HUMAN","P36808","Protein GENE2281",0.1393,0.930235,0.710086,0,0.1487,3,6,FALSE,FALSE,FALSE
"GENE1709","GENE1709_HUMAN","P72959","Protein GENE1709",4.2952,0.01487,0.011339,1.6664,1.9454,5,3,FALSE,FALSE,TRUE
"GENE0546","GENE0546_HUMAN","P15361","Protein GENE0546",-0.4025,1,0.841523,0,0.0749,5,4,FALSE,FALSE,FALSE
"GENE0487","GENE0487_HUMAN","P15453","Protein GENE0487",-0.2212,1,0.771044,0,0.1129,5,5,FALSE,FALSE,FALSE
"GENE1428","GENE1428_HUMAN","P54810","Protein GENE1428",-0.082,1,0.444935,0,0.3517,5,2,FALSE,FALSE,FALSE
"GENE2240","GENE2240_HUMAN","P18001","Protein GENE2240",0.3984,1,0.372649,0,0.4287,6,4,FALSE,FALSE,FALSE
"GENE0805","GENE0805_HUMAN","P35941","Protein GENE0805",0.6564,1,0.477415,0,0.3211,6,3,FALSE,FALSE,FALSE
"GENE2676","GENE2676_HUMAN","P63587","Protein GENE2676",-0.5073,0.798299,0.511808,0,0.2909,6,5,FALSE,TRUE,FALSE
"GENE1755","GENE1755_HUMAN","P70362","Protein GENE1755",0.1202,1,0.802417,0,0.0956,5,6,FALSE,FALSE,FALSE
"GENE0010","GENE0010_HUMAN","P03799","Protein GENE0010",-0.0215,0.733302,0.343375,0,0.4642,6,3,FALSE,FALSE,FALSE
"GENE1458","GENE1458_HUMAN","P02084","Protein GENE1458",-0.3099,1,0.70654,0,0.1509,3,5,FALSE,FALSE,FALSE
"GENE1721","GENE1721_HUMAN","P12444","Protein GENE1721",0.1802,1,0.632547,0,0.1989,5,3,FALSE,FALSE,FALSE
"GENE1131","GENE1131_HUMAN","P92655","Protein GENE1131",0.071,0.876773,0.680117,0,0.1674,5,4,FALSE,FALSE,FALSE
"GENE0574","GENE0574_HUMAN","P41544","Protein GENE0574",-0.0058,0.804215,0.70213,0,0.1536,2,6,FALSE,TRUE,FALSE
"GENE0547","GENE0547_HUMAN","P69536","Protein GENE0547",0.292,1,0.843076,0,0.0741,2,6,FALSE,FALSE,FALSE
"GENE2022","GENE2022_HUMAN","P77591","Protein GENE2022",0.1527,0.585965,0.132019,0.5254,0.8794,4,4,FALSE,FALSE,FALSE
"GENE2588","GENE2588_HUMAN","P73909","Protein GENE2588",4.0972,0.104267,0.040411,1.0649,1.3935,4,5,FALSE,TRUE,TRUE
"GENE0249","GENE0249_HUMAN","P99208","Protein GENE0249",-0.8204,1,0.567477,0,0.2461,6,3,FALSE,FALSE,FALSE
"GENE1306","GENE1306_HUMAN","P01213","Protein GENE1306",-1.3401,0.110654,0.036677,1.265,1.4356,5,5,FALSE,TRUE,TRUE
"GENE2698","GENE2698_HUMAN","P13038","Protein GENE2698",0.5469,0.294193,0.14893,0.3521,0.827,4,4,FALSE,TRUE,FALSE
"GENE1056","GENE1056_HUMAN","P39650","Protein GENE1056",0.0544,1,0.976569,0,0.0103,2,3,FALSE,FALSE,FALSE
"GENE2754","GENE2754_HUMAN","P90214","Protein GENE2754",-0.6467,0.344377,0.098216,0.5143,1.0078,2,2,FALSE,TRUE,FALSE
"GENE2081","GENE2081_HUMAN","P73242","Protein GENE2081",0.3237,1,0.723286,0,0.1407,3,5,FALSE,FALSE,FALSE
"GENE2723","GENE2723_HUMAN","P06412","Protein GENE2723",0.6568,1,0.618193,0.1183,0.2089,5,5,TRUE,FALSE,FALSE
"GENE1204","GENE1204_HUMAN","P89365","Protein GENE1204",-0.2142,0.500721,0.371467,0,0.4301,3,4,FALSE,FALSE,FALSE
"GENE1184","GENE1184_HUMAN","P06494","Protein GENE1184",-0.0161,1,0.724448,0,0.14,3,2,FALSE,FALSE,FALSE
"GENE1004","GENE1004_HUMAN","P00593","Protein GENE1004",-0.1106,1,0.367157,0,0.4351,6,3,FALSE,FALSE,FALSE
"GENE1324","GENE1324_HUMAN","P84596","Protein GENE1324",0.1593,1,0.522145,0.0849,0.2822,6,6,FALSE,FALSE,FALSE
"GENE2841","GENE2841_HUMAN","P53684","Protein GENE2841",-0.2588,1,0.438616,0.3055,0.3579,6,3,FALSE,FALSE,FALSE
"GENE2062","GENE2062_HUMAN","P30392","Protein GENE2062",-0.5752,0.289928,0.068497,0.9824,1.1643,2,2,FALSE,FALSE,FALSE
"GENE1239","GENE1239_HUMAN","P99244","Protein GENE1239",0.7359,1,0.81071,0,0.0911,4,4,FALSE,FALSE,FALSE
"GENE2312","GENE2312_HUMAN","P96504","Protein GENE2312",-0.252,1,0.964224,0,0.0158,2,5,FALSE,FALSE,FALSE
"GENE0449","GENE0449_HUMAN","P28370","Protein GENE0449",-0.749,0.58209,0.364175,0,0.4387,3,6,FALSE,FALSE,FALSE
"GENE1885","GENE1885_HUMAN","P18205","Protein GENE1885",-0.0204,0.880381,0.292223,0.219,0.5343,5,6,FALSE,TRUE,FALSE
"GENE1316","GENE1316_HUMAN","P83239","Protein GENE1316",0.3341,1,0.66382,0,0.1779,4,6,FALSE,FALSE,FALSE
"GPATCH1","GPATCH1_HUMAN","P76186","Protein GPATCH1",-0.5892,1,0.864587,0,0.0632,2,3,TRUE,FALSE,FALSE
"GENE1741","GENE1741_HUMAN","P45858","Protein GENE1741",-0.5864,1,0.374313,0,0.4268,2,2,FALSE,FALSE,FALSE
"GENE0932","GENE0932_HUMAN","P01250","Protein GENE0932",-0.1752,0.270008,0.116305,0.7529,0.9344,3,6,FALSE,FALSE,FALSE
"GENE2181","GENE2181_HUMAN","P22742","Protein GENE2181",-0.1748,0.84363,0.327076,0.23,0.4854,6,6,FALSE,FALSE,FALSE
"GENE1060","GENE1060_HUMAN","P36531","Protein GENE1060",0.2278,1,0.669101,0,0.1745,2,6,FALSE,FALSE,FALSE
"GENE1057","GENE1057_HUMAN","P79084","Protein GENE1057",-0.2972,1,0.492224,0.2884,0.3078,6,4,FALSE,TRUE,FALSE
"GENE2664","GENE2664_HUMAN","P15567","Protein GENE2664",0.1514,0.514279,0.279519,0.0659,0.5536,5,4,FALSE,TRUE,FALSE
"GENE2039","GENE2039_HUMAN","P72523","Protein GENE2039",4.2446,0.012642,0.012523,1.5322,1.9023,5,5,FALSE,FALSE,TRUE
"GENE2612","GENE2612_HUMAN","P22730","Protein GENE2612",-0.5153,1,0.93764,0,0.028,5,2,FALSE,FALSE,FALSE
"GENE2029","GENE2029_HUMAN","P42006","Protein GENE2029",0.2834,1,0.869676,0,0.0606,3,2,FALSE,FALSE,FALSE
"GENE1037","GENE1037_HUMAN","P20732","Protein GENE1037",0.2607,1,0.98108,0,0.0083,2,4,FALSE,FALSE,FALSE
"GENE1260","GENE1260_HUMAN","P89865","Protein GENE1260",-0.2026,1,0.807202,0,0.093,5,6,FALSE,FALSE,FALSE
"GENE2543","GENE2543_HUMAN","P05326","Protein GENE2543",0.6257,1,0.946534,0,0.0239,6,6,FALSE,FALSE,FALSE
"DHX30","DHX30_HUMAN","P44184","Protein DHX30",-0.0231,0.226971,0.196094,0.2005,0.7075,6,6,FALSE,FALSE,FALSE
"GENE1693","GENE1693_HUMAN","P30092","Protein GENE1693",-0.2078,1,0.858729,0,0.0661,4,4,FALSE,FALSE,FALSE
"GENE0949","GENE0949_HUMAN","P74748","Protein GENE0949",-3.5294,0.164591,0.035149,0.7884,1.4541,6,5,FALSE,FALSE,TRUE
"GENE2111","GENE2111_HUMAN","P43847","Protein GENE2111",0.4298,1,0.269508,0.0732,0.5694,6,2,FALSE,FALSE,FALSE
"GENE1429","GENE1429_HUMAN","P48682","Protein GENE1429",-0.1843,1,0.750528,0.1012,0.1246,5,5,FALSE,FALSE,FALSE
"GENE2464","GENE2464_HUMAN","P70256","Protein GENE2464",-0.3744,1,0.970676,0,0.0129,2,5,FALSE,FALSE,FALSE
"GENE0442","GENE0442_HUMAN","P07473","Protein GENE0442",0.5603,0.748306,0.689317,0,0.1616,5,6,FALSE,FALSE,FALSE
"GENE1117","GENE1117_HUMAN","P45608","Protein GENE1117",0.0778,0.823787,0.187316,0.6129,0.7274,3,4,FALSE,FALSE,FALSE
"GENE0211","GENE0211_HUMAN","P76055","Protein GENE0211",0.4229,0.519195,0.501219,0.081,0.3,2,6,FALSE,FALSE,FALSE
"GENE0734","GENE0734_HUMAN","P66699","Protein GENE0734",0.2754,1,0.916775,0,0.0377,5,3,FALSE,FALSE,FALSE
"GENE1179","GENE1179_HUMAN","P87453","Protein GENE1179",-0.0491,1,0.827222,0,0.0824,2,4,FALSE,FALSE,FALSE
"GENE0876","GENE0876_HUMAN","P73684","Protein GENE0876",-0.2956,1,0.845572,0,0.0728,4,3,FALSE,FALSE,FALSE
"GENE1335","GENE1335_HUMAN","P27730","Protein GENE1335",0.5472,1,0.451606,0.0175,0.3452,2,4,FALSE,FALSE,FALSE
"GENE0177","GENE0177_HUMAN","P32344","Protein GENE0177",0.0572,1,0.678577,0,0.1684,2,3,TRUE,TRUE,FALSE
"GENE0416","GENE0416_HUMAN","P76224","Protein GENE0416",-0.0885,0.843751,0.432997,0,0.3635,4,5,FALSE,FALSE,FALSE
"GENE1902","GENE1902_HUMAN","P23712","Protein GENE1902",-0.1707,0.916767,0.262854,0,0.5803,5,4,FALSE,FALSE,FALSE
"GENE1017","GENE1017_HUMAN","P58816","Protein GENE1017",0.5529,0.415682,0.200063,0.691,0.6988,4,3,FALSE,FALSE,FALSE
"GENE0640","GENE0640_HUMAN","P92504","Protein GENE0640",-0.4764,1,0.899386,0,0.0461,2,2,FALSE,FALSE,FALSE
"GENE0021","GENE0021_HUMAN","P77459","Protein GENE0021",-0.3314,1,0.696866,0.1247,0.1569,2,6,FALSE,FALSE,FALSE
"GENE1598","GENE1598_HUMAN","P31345","Protein GENE1598",0.3441,1,0.457795,0.1154,0.3393,5,4,FALSE,FALSE,FALSE
"GENE2534","GENE2534_HUMAN","P81345","Protein GENE2534",0.1577,1,0.583285,0,0.2341,2,5,TRUE,FALSE,FALSE
"GENE0555","GENE0555_HUMAN","P12631","Protein GENE0555",0.4189,0.372345,0.156876,0.473,0.8044,2,2,TRUE,FALSE,FALSE
"GENE2286","GENE2286_HUMAN","P87031","Protein GENE2286",-0.776,0.446751,0.240266,0,0.6193,4,4,FALSE,FALSE,FALSE
"GENE1206","GENE1206_HUMAN","P63157","Protein GENE1206",-0.1445,1,0.615715,0,0.2106,2,4,FALSE,FALSE,FALSE
"GENE2237","GENE2237_HUMAN","P65023","Protein GENE2237",-0.1876,0.447647,0.134582,0.4152,0.871,3,5,FALSE,FALSE,FALSE
"GENE1711","GENE1711_HUMAN","P46485","Protein GENE1711",0.2827,1,0.82546,0,0.0833,3,2,TRUE,TRUE,FALSE
"GENE0624","GENE0624_HUMAN","P74810","Protein GENE0624",-0.8739,1,0.454183,0.3344,0.3428,3,3,TRUE,FALSE,FALSE
"GENE1096","GENE1096_HUMAN","P15081","Protein GENE1096",-0.3171,1,0.381298,0,0.4187,4,6,FALSE,FALSE,FALSE
"GENE0390","GENE0390_HUMAN","P96402","Protein GENE0390",-0.5727,0.715715,0.211658,0.2686,0.6744,5,3,FALSE,FALSE,FALSE
"GENE2063","GENE2063_HUMAN","P38943","Protein GENE2063",-1.6516,0.062407,0.019586,1.6919,1.7081,5,3,FALSE,FALSE,TRUE
"GENE1737","GENE1737_HUMAN","P03575","Protein GENE1737",0.1617,1,0.574403,0,0.2408,4,5,FALSE,FALSE,FALSE
"GENE1969","GENE1969_HUMAN","P78281","Protein GENE1969",-0.212,1,0.863784,0,0.0636,6,6,FALSE,TRUE,FALSE
"GENE0165","GENE0165_HUMAN","P36621","Protein GENE0165",0.0178,1,0.81546,0,0.0886,4,2,FALSE,TRUE,FALSE
"GENE1988","GENE1988_HUMAN","P27725","Protein GENE1988",0.1804,1,0.568574,0,0.2452,4,6,FALSE,FALSE,FALSE
"GENE2115","GENE2115_HUMAN","P09694","Protein GENE2115",0.0508,1,0.55453,0,0.2561,4,2,FALSE,FALSE,FALSE
"GENE1963","GENE1963_HUMAN","P45314","Protein GENE1963",0.239,1,0.986557,0,0.0059,4,5,FALSE,TRUE,FALSE
"GENE1352","GENE1352_HUMAN","P75680","Protein GENE1352",0.3347,1,0.806977,0,0.0931,2,2,FALSE,FALSE,FALSE
"GENE0695","GENE0695_HUMAN","P07415","Protein GENE0695",0.2263,0.252558,0.108438,0.2757,0.9648,3,3,FALSE,FALSE,FALSE
"GENE0172","GENE0172_HUMAN","P04581","Protein GENE0172",-0.4287,0.519659,0.231101,0.2029,0.6362,5,3,FALSE,FALSE,FALSE
"GENE1505","GENE1505_HUMAN","P40519","Protein GENE1505",2.6415,0.0191,0.008228,1.5318,2.0847,4,2,FALSE,FALSE,TRUE
"GENE1689","GENE1689_HUMAN","P83702","Protein GENE1689",2.6059,0.001598,0.000486,2.6203,3.3131,6,2,FALSE,FALSE,TRUE
"GENE0178","GENE0178_HUMAN","P61116","Protein GENE0178",-0.0196,1,0.276874,0.5277,0.5577,3,4,FALSE,FALSE,FALSE
"GENE2057","GENE2057_HUMAN","P18667","Protein GENE2057",0.3928,0.998194,0.267993,0.0231,0.5719,4,6,FALSE,FALSE,FALSE
"GENE2523","GENE2523_HUMAN","P93742","Protein GENE2523",-0.1283,1,0.809479,0,0.0918,4,5,FALSE,FALSE,FALSE
"GENE0927","GENE0927_HUMAN","P39943","Protein GENE0927",0.4056,1,0.637043,0,0.1958,6,4,FALSE,TRUE,FALSE
"GENE0409","GENE0409_HUMAN","P62905","Protein GENE0409",0.0166,1,0.982903,0,0.0075,6,6,FALSE,FALSE,FALSE
"GENE1798","GENE1798_HUMAN","P53945","Protein GENE1798",0.0571,1,0.802463,0,0.0956,2,3,FALSE,FALSE,FALSE
"GENE2846","GENE2846_HUMAN","P79571","Protein GENE2846",3.9796,0.003752,0.002532,2.4476,2.5965,2,5,TRUE,FALSE,TRUE
"GENE0609","GENE0609_HUMAN","P30284","Protein GENE0609",-2.3804,0.038682,0.019123,1.1029,1.7185,3,3,FALSE,TRUE,TRUE
"GENE2851","GENE2851_HUMAN","P18812","Protein GENE2851",-0.2629,0.430826,0.207809,0.0733,0.6823,3,2,FALSE,FALSE,FALSE
"GENE0237","GENE0237_HUMAN","P30230","Protein GENE0237",-0.2323,0.561072,0.340381,0.4168,0.468,3,6,FALSE,FALSE,FALSE
"GENE0910","GENE0910_HUMAN","P19561","Protein GENE0910",-0.0515,0.22104,0.06624,0.767,1.1789,3,4,FALSE,FALSE,FALSE
"GENE2575","GENE2575_HUMAN","P44948","Protein GENE2575",0.1937,1,0.874325,0,0.0583,4,5,FALSE,FALSE,FALSE
"GENE2385","GENE2385_HUMAN","P77343","Protein GENE2385",0.3639,0.962754,0.291643,0.1007,0.5351,5,5,FALSE,FALSE,FALSE
"GENE1405","GENE1405_HUMAN","P46767","Protein GENE1405",0.1966,0.416338,0.410865,0.12,0.3863,6,4,FALSE,FALSE,FALSE
"GENE1641","GENE1641_HUMAN","P15757","Protein GENE1641",0.5118,1,0.871059,0,0.06,4,4,FALSE,FALSE,FALSE
"GENE1214","GENE1214_HUMAN","P92529","Protein GENE1214",0.2348,0.695994,0.636792,0,0.196,4,3,FALSE,FALSE,FALSE
"GENE0827","GENE0827_HUMAN","P00105","Protein GENE0827",0.8067,0.519661,0.259901,0.2018,0.5852,4,3,FALSE,FALSE,FALSE
"GENE0423","GENE0423_HUMAN","P93463","Protein GENE0423",-0.5825,1,0.866296,0,0.0623,6,2,FALSE,FALSE,FALSE
"GENE1076","GENE1076_HUMAN","P36695","Protein GENE1076",-0.1801,1,0.540055,0,0.2676,5,3,FALSE,FALSE,FALSE
"GENE2230","GENE2230_HUMAN","P15226","Protein GENE2230",-2.3718,0.034798,0.032087,0.7952,1.4937,4,6,FALSE,FALSE,TRUE
"GENE2262","GENE2262_HUMAN","P15336","Protein GENE2262",-0.1616,1,0.713261,0,0.1468,3,2,FALSE,FALSE,FALSE
"GENE0356","GENE0356_HUMAN","P62217","Protein GENE0356",-0.482,1,0.467522,0,0.3302,5,2,FALSE,FALSE,FALSE
"GENE1510","GENE1510_HUMAN","P08659","Protein GENE1510",-0.0769,1,0.924952,0,0.0339,2,4,FALSE,FALSE,FALSE
"GENE0585","GENE0585_HUMAN","P98614","Protein GENE0585",-0.9728,0.904874,0.209611,0.4453,0.6786,4,5,FALSE,FALSE,FALSE
"GENE2293","GENE2293_HUMAN","P09292","Protein GENE2293",0.3045,0.652773,0.144791,0.6204,0.8393,3,3,FALSE,TRUE,FALSE
"GENE2849","GENE2849_HUMAN","P21974","Protein GENE2849",-0.2321,0.256654,0.091418,0.4356,1.039,2,6,FALSE,FALSE,FALSE
"GENE2712","GENE2712_HUMAN","P70627","Protein GENE2712",-0.0624,1,0.963776,0,0.016,2,2,FALSE,TRUE,FALSE
"GENE0017","GENE0017_HUMAN","P67811","Protein GENE0017",-0.055,1,0.400934,0,0.3969,4,4,FALSE,FALSE,FALSE
"GENE0899","GENE0899_HUMAN","P51861","Protein GENE0899",-0.5969,1,0.998023,0,9e-04,2,4,FALSE,FALSE,FALSE
"GENE2620","GENE2620_HUMAN","P61247","Protein GENE2620",0.145,1,0.675427,0,0.1704,3,5,FALSE,FALSE,FALSE
"GENE1180","GENE1180_HUMAN","P69211","Protein GENE1180",0.1872,0.241954,0.140754,0.3534,0.8515,2,3,FALSE,FALSE,FALSE
"GENE0860","GENE0860_HUMAN","P35699","Protein GENE0860",0.344,0.484312,0.421217,0,0.3755,2,5,FALSE,TRUE,FALSE
"GENE2402","GENE2402_HUMAN","P50263","Protein GENE2402",-0.4095,1,0.29371,0,0.5321,4,4,FALSE,FALSE,FALSE
"GENE2350","GENE2350_HUMAN","P43516","Protein GENE2350",-0.5512,0.313587,0.100425,0.3689,0.9982,4,4,FALSE,FALSE,FALSE
"GENE2679","GENE2679_HUMAN","P28071","Protein GENE2679",-0.3665,1,0.779188,0.05,0.1084,4,4,FALSE,FALSE,FALSE
"GENE2684","GENE2684_HUMAN","P53286","Protein GENE2684",-0.1237,0.794377,0.789611,0.0735,0.1026,2,3,FALSE,FALSE,FALSE
"GENE1946","GENE1946_HUMAN","P89499","Protein GENE1946",-0.4726,0.291175,0.139409,0.4845,0.8557,5,6,FALSE,FALSE,FALSE
"GENE1493","GENE1493_HUMAN","P33631","Protein GENE1493",-0.2175,0.494158,0.122147,0.7164,0.9131,5,3,TRUE,FALSE,FALSE
"GENE0821","GENE0821_HUMAN","P86963","Protein GENE0821",-0.1541,1,0.386832,0.3396,0.4125,6,3,FALSE,FALSE,FALSE
"GENE1063","GENE1063_HUMAN","P05436","Protein GENE1063",-0.9788,1,0.722521,0,0.1411,5,4,FALSE,FALSE,FALSE
"GENE0254","GENE0254_HUMAN","P36283","Protein GENE0254",0.1794,0.293859,0.168547,0.6165,0.7733,3,2,FALSE,FALSE,FALSE
"GENE0092","GENE0092_HUMAN","P35629","Protein GENE0092",-0.037,1,0.886062,0,0.0525,4,6,FALSE,FALSE,FALSE
"GENE2330","GENE2330_HUMAN","P95811","Protein GENE2330",-0.765,0.407062,0.167984,0.3416,0.7747,4,6,FALSE,FALSE,FALSE
"GENE0296","GENE0296_HUMAN","P59551","Protein GENE0296",-0.1645,0.552502,0.194656,0.6165,0.7107,5,5,FALSE,FALSE,FALSE
"GENE2044","GENE2044_HUMAN","P29520","Protein GENE2044",-0.1059,0.58832,0.468293,0.0737,0.3295,2,2,FALSE,FALSE,FALSE
"GENE2533","GENE2533_HUMAN","P51591","Protein GENE2533",-0.2953,1,0.85014,0,0.0705,2,4,TRUE,FALSE,FALSE
"GENE1132","GENE1132_HUMAN","P18612","Protein GENE1132",-0.2844,0.55612,0.219517,0.005,0.6585,4,2,FALSE,FALSE,FALSE
"GENE0905","GENE0905_HUMAN","P83219","Protein GENE0905",-0.2549,1,0.508846,0.2622,0.2934,3,2,FALSE,FALSE,FALSE
"GENE0483","GENE0483_HUMAN","P34459","Protein GENE0483",-1.0934,1,0.530912,0,0.275,4,2,FALSE,FALSE,FALSE
"GENE1426","GENE1426_HUMAN","P23958","Protein GENE1426",0.7496,0.560658,0.559322,0,0.2523,2,2,FALSE,FALSE,FALSE
"GENE1169","GENE1169_HUMAN","P10774","Protein GENE1169",-0.3461,1,0.885598,0,0.0528,3,3,TRUE,FALSE,FALSE
"GENE2535","GENE2535_HUMAN","P38811","Protein GENE2535",0.9333,1,0.772977,0,0.1118,6,6,FALSE,FALSE,FALSE
"GENE1390","GENE1390_HUMAN","P81711","Protein GENE1390",0.1079,1,0.545181,0,0.2635,2,3,FALSE,FALSE,FALSE
"GENE0959","GENE0959_HUMAN","P14370","Protein GENE0959",0.8447,1,0.915288,0,0.0384,5,2,FALSE,FALSE,FALSE
"GENE1462","GENE1462_HUMAN","P19023","Protein GENE1462",0.4413,1,0.641778,0,0.1926,4,4,FALSE,FALSE,FALSE
"GENE0864","GENE0864_HUMAN","P36803","Protein GENE0864",1.1906,0.027125,0.006658,1.5771,2.1766,6,3,FALSE,FALSE,TRUE
"GENE1680","GENE1680_HUMAN","P35992","Protein GENE1680",2.7651,0.09226,0.041019,1.1102,1.387,2,6,FALSE,FALSE,TRUE
"GENE2238","GENE2238_HUMAN","P35654","Protein GENE2238",0.0604,1,0.917127,0,0.0376,4,6,FALSE,FALSE,FALSE
"GENE2046","GENE2046_HUMAN","P54259","Protein GENE2046",0.1987,0.576764,0.123564,0.2604,0.9081,5,6,FALSE,FALSE,FALSE
"GENE1362","GENE1362_HUMAN","P34061","Protein GENE1362",-0.2449,1,0.853131,0,0.069,6,6,FALSE,FALSE,FALSE
"GENE2171","GENE2171_HUMAN","P78828","Protein GENE2171",0.314,1,0.570634,0,0.2436,5,5,FALSE,FALSE,FALSE
"GENE1409","GENE1409_HUMAN","P22153","Protein GENE1409",0.1693,0.224275,0.109551,0.8402,0.9604,3,2,FALSE,FALSE,FALSE
